County,Grade_range,School_enroll_2023,School_Type,District_ISD,District_enroll_2023,School_name,geometry
CHEROKEE,EE-04,201,Elementary School,ALTO ISD,504,ALTO EL,"c(-95.0742495, 31.6609290000001)"
JOHNSON,09-12,1200,High School,ALVARADO ISD,3782,ALVARADO H S,"c(-97.2067049999999, 32.3900820000001)"
JOHNSON,06-08,841,Middle School,ALVARADO ISD,3782,ALVARADO J H,"c(-97.2133019999999, 32.4182700000001)"
JOHNSON,EE-02,284,Elementary School,ALVARADO ISD,3782,ALVARADO EL-NORTH,"c(-97.2161055, 32.4310320000001)"
JOHNSON,EE-02,352,Elementary School,ALVARADO ISD,3782,ALVARADO EL-SOUTH,"c(-97.199874, 32.403312)"
JOHNSON,EE-02,296,Elementary School,ALVARADO ISD,3782,LILLIAN EL,"c(-97.182377851, 32.5064671910001)"
JOHNSON,03-05,809,Elementary School,ALVARADO ISD,3782,ALVARADO INT,"c(-97.193997, 32.400135)"
BRAZORIA,09-12,2763,High School,ALVIN ISD,29740,ALVIN H S,"c(-95.2525395, 29.41785)"
BRAZORIA,09-12,2540,High School,ALVIN ISD,29740,MANVEL H S,"c(-95.36589, 29.475405)"
BRAZORIA,09-12,120,High School,ALVIN ISD,29740,RISE,"c(-95.2490835, 29.4182190000001)"
BRAZORIA,06-12,112,Elementary/Secondary,ALVIN ISD,29740,ADAPT,"c(-95.3501669999999, 29.471571)"
BRAZORIA,06-08,797,Middle School,ALVIN ISD,29740,RODEO PALMS J H,"c(-95.4135449999999, 29.505519)"
BRAZORIA,06-08,775,Middle School,ALVIN ISD,29740,G W HARBY J H,"c(-95.2626959999999, 29.4014250000001)"
BRAZORIA,06-08,795,Middle School,ALVIN ISD,29740,NOLAN RYAN J H,"c(-95.3970164999999, 29.5781400000001)"
BRAZORIA,06-08,832,Middle School,ALVIN ISD,29740,MANVEL J H,"c(-95.363601212, 29.472259093)"
BRAZORIA,06-08,793,Middle School,ALVIN ISD,29740,FAIRVIEW J H,"c(-95.271804, 29.4298920000001)"
BRAZORIA,06-08,1021,Middle School,ALVIN ISD,29740,DR RONALD E MCNAIR J H,"c(-95.420025, 29.5567740000001)"
BRAZORIA,EE-05,678,Elementary School,ALVIN ISD,29740,ALVIN EL,"c(-95.2640954999999, 29.4042240000001)"
BRAZORIA,EE-05,619,Elementary School,ALVIN ISD,29740,BILL HASSE EL,"c(-95.2320554999999, 29.4179040000001)"
BRAZORIA,09-12,2582,High School,ALVIN ISD,29740,SHADOW CREEK H S,"c(-95.403339, 29.550465)"
BRAZORIA,EE-05,672,Elementary School,ALVIN ISD,29740,MARK TWAIN EL,"c(-95.250627, 29.4653880000001)"
BRAZORIA,03-05,452,Elementary School,ALVIN ISD,29740,WALT DISNEY EL,"c(-95.2310745, 29.3751720000001)"
BRAZORIA,EE-02,478,Elementary School,ALVIN ISD,29740,R L STEVENSON PRI,"c(-95.230935, 29.380185)"
BRAZORIA,EE-05,600,Elementary School,ALVIN ISD,29740,MELBA PASSMORE EL,"c(-95.2626284999999, 29.4190560000001)"
BRAZORIA,EE-05,688,Elementary School,ALVIN ISD,29740,HOOD-CASE EL,"c(-95.2556445, 29.4369750000001)"
BRAZORIA,EE-05,730,Elementary School,ALVIN ISD,29740,MARY BURKS MAREK EL,"c(-95.3976959999999, 29.5762950000001)"
BRAZORIA,EE-05,802,Elementary School,ALVIN ISD,29740,GLENN YORK EL,"c(-95.4188865, 29.56077)"
BRAZORIA,EE-05,747,Elementary School,ALVIN ISD,29740,LAURA INGALLS WILDER EL,"c(-95.4166094999999, 29.5716150000001)"
BRAZORIA,EE-05,823,Elementary School,ALVIN ISD,29740,SAVANNAH LAKES EL,"c(-95.433858, 29.511873)"
BRAZORIA,EE-05,722,Elementary School,ALVIN ISD,29740,RED DUKE EL,"c(-95.396247, 29.5402950000001)"
BRAZORIA,EE-05,782,Elementary School,ALVIN ISD,29740,POMONA EL,"c(-95.401548, 29.5292250000001)"
BRAZORIA,EE-05,786,Elementary School,ALVIN ISD,29740,MERIDIANA EL,"c(-95.414403694, 29.440105121)"
BRAZORIA,EE-05,680,Elementary School,ALVIN ISD,29740,SHIRLEY DILL BROTHERS EL,"c(-95.4081675, 29.5566030000001)"
BRAZORIA,EE-05,769,Elementary School,ALVIN ISD,29740,BEL NAFEGAR SANCHEZ EL,"c(-95.451651, 29.4441570000001)"
BRAZORIA,EE-05,713,Elementary School,ALVIN ISD,29740,DON JETER EL,"c(-95.416249933, 29.5118024120001)"
BRAZORIA,EE-05,664,Elementary School,ALVIN ISD,29740,BOB AND BETTY NELSON EL,"c(-95.2865325, 29.385315)"
WISE,09-12,236,High School,ALVORD ISD,850,ALVORD H S,"c(-97.7051882969999, 33.35607492)"
WISE,06-08,193,Middle School,ALVORD ISD,850,ALVORD MIDDLE,"c(-97.709204401, 33.357553298)"
WISE,EE-05,421,Elementary School,ALVORD ISD,850,ALVORD EL,"c(-97.702119, 33.3597960000001)"
RANDALL,09-12,2170,High School,AMARILLO ISD,29729,AMARILLO H S,"c(-101.9050155, 35.166528)"
POTTER,09-12,11,High School,AMARILLO ISD,29729,AMTECH CAREER ACADEMY,"c(-101.878632, 35.2006020000001)"
POTTER,09-12,2208,High School,AMARILLO ISD,29729,TASCOSA H S,"c(-101.8801305, 35.193897)"
POTTER,09-12,1902,High School,AMARILLO ISD,29729,PALO DURO H S,"c(-101.8236915, 35.228241)"
RANDALL,09-12,2137,High School,AMARILLO ISD,29729,CAPROCK H S,"c(-101.8033065, 35.1799110000001)"
POTTER,06-08,687,Middle School,AMARILLO ISD,29729,AUSTIN MIDDLE,"c(-101.859813, 35.186202)"
POTTER,06-08,571,Middle School,AMARILLO ISD,29729,HOUSTON MIDDLE,"c(-101.8822455, 35.2084140000001)"
POTTER,06-08,740,Middle School,AMARILLO ISD,29729,BOWIE MIDDLE,"c(-101.802555, 35.1982170000001)"
RANDALL,06-08,860,Middle School,AMARILLO ISD,29729,CROCKETT MIDDLE,"c(-101.8914435, 35.1786960000001)"
RANDALL,06-08,564,Middle School,AMARILLO ISD,29729,FANNIN MIDDLE,"c(-101.861163, 35.1602280000001)"
POTTER,06-08,426,Middle School,AMARILLO ISD,29729,MANN MIDDLE,"c(-101.829078, 35.2185660000001)"
POTTER,06-08,612,Middle School,AMARILLO ISD,29729,TRAVIS MIDDLE,"c(-101.8053585, 35.235243)"
POTTER,06,341,Middle School,AMARILLO ISD,29729,BOWIE 6TH GRADE CAMPUS,"c(-101.8025235, 35.196831)"
POTTER,05-08,406,Middle School,AMARILLO ISD,29729,LORENZO DE ZAVALA MIDDLE,"c(-101.913597, 35.2404450000001)"
POTTER,06,201,Middle School,AMARILLO ISD,29729,JOHNNY N ALLEN-6TH GRADE CAMPUS,"c(-101.8279395, 35.2197540000001)"
POTTER,EE-05,378,Elementary School,AMARILLO ISD,29729,BELMAR EL,"c(-101.912067443, 35.183238116)"
POTTER,EE-05,489,Elementary School,AMARILLO ISD,29729,AVONDALE EL,"c(-101.8938375, 35.199126)"
POTTER,06,303,Middle School,AMARILLO ISD,29729,TRAVIS 6TH GRADE CAMPUS,"c(-101.80584, 35.238348)"
RANDALL,06-08,868,Middle School,AMARILLO ISD,29729,BONHAM MIDDLE,"c(-101.896875, 35.1570330000001)"
RANDALL,EE-05,384,Elementary School,AMARILLO ISD,29729,CORONADO EL,"c(-101.864745, 35.1800010000001)"
POTTER,EE-05,420,Elementary School,AMARILLO ISD,29729,BIVINS EL,"c(-101.860398, 35.198946)"
POTTER,EE-05,476,Elementary School,AMARILLO ISD,29729,FOREST HILL EL,"c(-101.7960975, 35.223354)"
POTTER,EE-05,550,Elementary School,AMARILLO ISD,29729,EASTRIDGE EL,"c(-101.7680535, 35.2283130000001)"
POTTER,EE-05,512,Elementary School,AMARILLO ISD,29729,EMERSON EL,"c(-101.8212975, 35.2167390000001)"
POTTER,EE-05,290,Elementary School,AMARILLO ISD,29729,HAMLET EL,"c(-101.8256355, 35.242668)"
POTTER,EE-01,334,Elementary School,AMARILLO ISD,29729,GEORGE WASHINGTON CARVER EARLY CHILDHOOD ACADEMY,"c(-101.852595, 35.232876)"
POTTER,EE-05,475,Elementary School,AMARILLO ISD,29729,GLENWOOD EL,"c(-101.8238085, 35.1875610000001)"
RANDALL,EE-05,286,Elementary School,AMARILLO ISD,29729,LAMAR EL,"c(-101.8538325, 35.173845)"
POTTER,EE-05,539,Elementary School,AMARILLO ISD,29729,HUMPHREY'S HIGHLAND EL,"c(-101.791720885, 35.197349704)"
POTTER,EE-05,362,Elementary School,AMARILLO ISD,29729,LAWNDALE EL,"c(-101.807487, 35.187264)"
RANDALL,EE-05,237,Elementary School,AMARILLO ISD,29729,LANDERGIN EL,"c(-101.8391355, 35.179515)"
RANDALL,EE-05,308,Elementary School,AMARILLO ISD,29729,PARAMOUNT TERRACE EL,"c(-101.881296, 35.1694890000001)"
POTTER,EE-05,384,Elementary School,AMARILLO ISD,29729,OLSEN PARK EL,"c(-101.894787, 35.1867060000001)"
POTTER,EE-05,229,Elementary School,AMARILLO ISD,29729,PARK HILLS EL,"c(-101.8332945, 35.2297170000001)"
POTTER,EE-05,339,Elementary School,AMARILLO ISD,29729,OAK DALE EL,"c(-101.7914535, 35.183835)"
POTTER,EE-05,483,Elementary School,AMARILLO ISD,29729,ROGERS EL,"c(-101.816838, 35.2248030000001)"
POTTER,EE-05,199,Elementary School,AMARILLO ISD,29729,PLEASANT VALLEY EL,"c(-101.8319355, 35.255349)"
RANDALL,EE-05,400,Elementary School,AMARILLO ISD,29729,RIDGECREST EL,"c(-101.897933402, 35.1716384050001)"
RANDALL,EE-05,404,Elementary School,AMARILLO ISD,29729,SOUTH GEORGIA EL,"c(-101.869587, 35.1559260000001)"
POTTER,EE-05,394,Elementary School,AMARILLO ISD,29729,SANBORN EL,"c(-101.8206855, 35.204238)"
POTTER,EE-05,384,Elementary School,AMARILLO ISD,29729,SAN JACINTO EL,"c(-101.87459083, 35.2132072360001)"
RANDALL,EE-05,315,Elementary School,AMARILLO ISD,29729,SOUTH LAWN EL,"c(-101.857241719, 35.158683943)"
POTTER,EE-05,222,Elementary School,AMARILLO ISD,29729,SUNRISE EL,"c(-101.777211, 35.1969570000001)"
RANDALL,EE-05,434,Elementary School,AMARILLO ISD,29729,WESTERN PLATEAU EL,"c(-101.891889, 35.1542250000001)"
POTTER,EE-05,413,Elementary School,AMARILLO ISD,29729,WHITTIER EL,"c(-101.801457, 35.233524)"
POTTER,EE-05,383,Elementary School,AMARILLO ISD,29729,MESA VERDE EL,"c(-101.79162, 35.241516)"
POTTER,09-12,120,High School,AMARILLO ISD,29729,NORTH HEIGHTS ALTER,"c(-101.847645, 35.2212660000001)"
RANDALL,EE-05,335,Elementary School,AMARILLO ISD,29729,PUCKETT EL,"c(-101.913381, 35.1673020000001)"
POTTER,EE-05,316,Elementary School,AMARILLO ISD,29729,WOLFLIN EL,"c(-101.850237, 35.192412)"
RANDALL,EE-05,440,Elementary School,AMARILLO ISD,29729,WINDSOR EL,"c(-101.910969, 35.142543)"
RANDALL,EE-05,515,Elementary School,AMARILLO ISD,29729,SLEEPY HOLLOW EL,"c(-101.9344365, 35.1741510000001)"
POTTER,EE-05,484,Elementary School,AMARILLO ISD,29729,WILLS EL,"c(-101.876964379, 35.203934458)"
RANDALL,EE-05,683,Elementary School,AMARILLO ISD,29729,TRADEWIND EL,"c(-101.8196235, 35.168796)"
POTTER,EE-04,454,Elementary School,AMARILLO ISD,29729,WOODLANDS EL,"c(-101.920308397, 35.1845024510001)"
POTTER,02-05,352,Elementary School,AMARILLO ISD,29729,GEORGE WASHINGTON CARVER EL ACADEMY,"c(-101.855358, 35.2256850000001)"
GALVESTON,EE-08,162,Elementary School,AMBASSADORS PREPARATORY ACADEMY,162,AMBASSADORS PREPARATORY ACADEMY,"c(-94.818204, 29.2743360000001)"
LAMB,EE-12,114,Elementary/Secondary,AMHERST ISD,114,AMHERST SCHOOL,"c(-102.409944797, 34.0166856770001)"
HARRIS,PK-05,484,Elementary School,AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHTR SCH,694,AMIGOS POR VIDA-FRIENDS FOR LIFE CHARTER SCHOOL,"c(-95.4788804999999, 29.7222570000001)"
HARRIS,06-08,210,Middle School,AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHTR SCH,694,FRIENDS FOR LIFE MIDDLE,"c(-95.4788804999999, 29.7222570000001)"
CHAMBERS,09-12,476,High School,ANAHUAC ISD,1547,ANAHUAC H S,"c(-94.6776689869999, 29.773873984)"
CHAMBERS,EE-05,729,Elementary School,ANAHUAC ISD,1547,ANAHUAC EL,"c(-94.669317397, 29.782068472)"
GRIMES,06-12,506,Elementary/Secondary,ANDERSON-SHIRO CISD,966,ANDERSON-SHIRO JR/SR H S,"c(-96.000990292, 30.487147534)"
GRIMES,EE-05,460,Elementary School,ANDERSON-SHIRO CISD,966,ANDERSON-SHIRO EL,"c(-95.9955434999999, 30.488013)"
ANDREWS,09-12,1196,High School,ANDREWS ISD,4269,ANDREWS H S,"c(-102.563466475, 32.327897066)"
ANDREWS,09-12,47,High School,ANDREWS ISD,4269,ANDREWS EDUCATION CENTER,"c(-102.5516025, 32.3214570000001)"
ANDREWS,06-08,941,Middle School,ANDREWS ISD,4269,ANDREWS MIDDLE,"c(-102.551680877, 32.3230123280001)"
ANDREWS,02-03,687,Elementary School,ANDREWS ISD,4269,DEVONIAN EL,"c(-102.56283, 32.3292060000001)"
ANDREWS,04-05,649,Elementary School,ANDREWS ISD,4269,UNDERWOOD EL,"c(-102.55188916, 32.3151429100001)"
ANDREWS,EE-01,749,Elementary School,ANDREWS ISD,4269,CLEARFORK EL,"c(-102.547846723, 32.331414384)"
BRAZORIA,09-12,2159,High School,ANGLETON ISD,7068,ANGLETON H S,"c(-95.4166541389999, 29.199664602)"
BRAZORIA,06-08,1580,Middle School,ANGLETON ISD,7068,ANGLETON J H SCHOOL,"c(-95.449654122, 29.1932504160001)"
BRAZORIA,EE-05,296,Elementary School,ANGLETON ISD,7068,SOUTHSIDE EL,"c(-95.4225135, 29.1507570000001)"
BRAZORIA,EE-05,997,Elementary School,ANGLETON ISD,7068,WESTSIDE EL,"c(-95.4481455, 29.162448)"
BRAZORIA,EE-05,501,Elementary School,ANGLETON ISD,7068,NORTHSIDE EL,"c(-95.4213885, 29.1792780000001)"
BRAZORIA,EE-05,450,Elementary School,ANGLETON ISD,7068,RANCHO ISABELLA EL,"c(-95.424786, 29.1994470000001)"
BRAZORIA,EE-05,459,Elementary School,ANGLETON ISD,7068,FRONTIER EL,"c(-95.431122, 29.2063860000001)"
BRAZORIA,EE-05,555,Elementary School,ANGLETON ISD,7068,CENTRAL EL,"c(-95.4275175, 29.168172)"
BRAZORIA,05-12,43,Elementary/Secondary,ANGLETON ISD,7068,BRAZORIA CO JUVENILE DETENTION,"c(-95.3794217019999, 29.1953039220001)"
COLLIN,06-08,544,Middle School,ANNA ISD,5470,CLEMONS CREEK MIDDLE,"c(-96.543095895, 33.3263431010001)"
COLLIN,09-12,1487,High School,ANNA ISD,5470,ANNA H S,"c(-96.5625615, 33.3632700000001)"
COLLIN,06-08,659,Middle School,ANNA ISD,5470,SLAYTER CREEK MIDDLE,"c(-96.5508705, 33.360804)"
COLLIN,EE-05,795,Elementary School,ANNA ISD,5470,ROSAMOND-SHERLEY EL,"c(-96.5371365, 33.3611280000001)"
COLLIN,EE-05,665,Elementary School,ANNA ISD,5470,SUE EVELYN RATTAN EL,"c(-96.567084, 33.3403740000001)"
COLLIN,EE-05,710,Elementary School,ANNA ISD,5470,JOE K BRYANT EL,"c(-96.5663729999999, 33.3778770000001)"
JONES,EE-05,366,Elementary School,ANSON ISD,733,ANSON EL,"c(-99.900963, 32.758335)"
JONES,06-08,158,Middle School,ANSON ISD,733,ANSON MIDDLE,"c(-99.90072, 32.756742)"
JONES,09-12,209,High School,ANSON ISD,733,ANSON H S,"c(-99.896772873, 32.7528829010001)"
EL PASO,09-12,247,High School,ANTHONY ISD,752,ANTHONY H S,"c(-106.598394, 31.992966)"
EL PASO,06-08,183,Middle School,ANTHONY ISD,752,ANTHONY MIDDLE,"c(-106.60032, 31.992804)"
EL PASO,EE-05,322,Elementary School,ANTHONY ISD,752,ANTHONY EL,"c(-106.601454, 31.995414)"
HOCKLEY,PK-12,170,Elementary/Secondary,ANTON ISD,170,ANTON SCHOOL,"c(-102.1628025, 33.814989)"
TRINITY,07-12,98,High School,APPLE SPRINGS ISD,207,APPLE SPRINGS H S,"c(-94.971527499, 31.2253608780001)"
TRINITY,PK-06,109,Elementary School,APPLE SPRINGS ISD,207,APPLE SPRINGS EL,"c(-94.971527499, 31.2253608780001)"
HILL,EE-12,321,Elementary/Secondary,AQUILLA ISD,321,AQUILLA SCHOOL,"c(-97.219368, 31.8556980000001)"
SAN PATRICIO,06-08,388,Middle School,ARANSAS PASS ISD,1731,A C BLUNT MIDDLE,"c(-97.168372301, 27.9153105190001)"
SAN PATRICIO,09-12,449,High School,ARANSAS PASS ISD,1731,ARANSAS PASS H S,"c(-97.169679, 27.913959)"
SAN PATRICIO,03-05,399,Elementary School,ARANSAS PASS ISD,1731,CHARLIE MARSHALL EL,"c(-97.1702939799999, 27.912255154)"
SAN PATRICIO,EE-02,495,Elementary School,ARANSAS PASS ISD,1731,H T FAULK EL,"c(-97.155982481, 27.9062941780001)"
ARCHER,07-12,211,High School,ARCHER CITY ISD,501,ARCHER CITY H S,"c(-98.631378, 33.588891)"
ARCHER,EE-06,290,Elementary School,ARCHER CITY ISD,501,ARCHER CITY EL,"c(-98.6299998, 33.589367989)"
DENTON,09-12,1528,High School,ARGYLE ISD,5414,ARGYLE H S,"c(-97.2081399, 33.075170982)"
DENTON,06,433,Middle School,ARGYLE ISD,5414,ARGYLE 6TH GRADE CENTER,"c(-97.18695, 33.124788)"
DENTON,EE-05,689,Elementary School,ARGYLE ISD,5414,HILLTOP EL,"c(-97.1782244999999, 33.125436)"
DENTON,EE-05,959,Elementary School,ARGYLE ISD,5414,ARGYLE SOUTH EL,"c(-97.2318123639999, 33.0852810000001)"
DENTON,EE-05,965,Elementary School,ARGYLE ISD,5414,ARGYLE WEST,"c(-97.2278325, 33.1175880000001)"
DENTON,06-08,840,Middle School,ARGYLE ISD,5414,ARGYLE MIDDLE,"c(-97.1853164999999, 33.107292)"
HARRIS,05-12,665,Elementary/Secondary,ARISTOI CLASSICAL ACADEMY,1535,ARISTOI CLASSICAL UPPER SCHOOL,"c(-95.816511, 29.8175580000001)"
HARRIS,KG-08,433,Elementary School,ARISTOI CLASSICAL ACADEMY,1535,ARISTOI CLASSICAL ACADEMY-CYPRESS,"c(-95.56272, 29.9521530000001)"
HARRIS,KG-04,437,Elementary School,ARISTOI CLASSICAL ACADEMY,1535,ARISTOI CLASSICAL ACADEMY,"c(-95.82192, 29.7970920000001)"
TARRANT,06-08,494,Middle School,ARLINGTON CLASSICS ACADEMY,1494,ARLINGTON CLASSICS ACADEMY - MIDDLE,"c(-97.150986, 32.662809)"
TARRANT,KG-02,479,Elementary School,ARLINGTON CLASSICS ACADEMY,1494,ARLINGTON CLASSICS ACADEMY - ARKANSAS CAMPUS,"c(-97.153407, 32.706108)"
TARRANT,03-05,521,Elementary School,ARLINGTON CLASSICS ACADEMY,1494,ARLINGTON CLASSICS ACADEMY -INTERMEDIATE,"c(-97.153407, 32.706108)"
TARRANT,09-12,3177,High School,ARLINGTON ISD,54750,SAM HOUSTON H S,"c(-97.0762769999999, 32.703471)"
TARRANT,09-12,2479,High School,ARLINGTON ISD,54750,LAMAR H S,"c(-97.126164, 32.7635100000001)"
TARRANT,09-12,2501,High School,ARLINGTON ISD,54750,ARLINGTON H S,"c(-97.1163225, 32.720112)"
TARRANT,09-12,2355,High School,ARLINGTON ISD,54750,BOWIE H S,"c(-97.073325, 32.6624400000001)"
TARRANT,09-12,1562,High School,ARLINGTON ISD,54750,SEGUIN H S,"c(-97.100532, 32.6319570000001)"
TARRANT,07-12,781,High School,ARLINGTON ISD,54750,VENTURE ALTER H S,"c(-97.1039115, 32.655429)"
TARRANT,07-12,96,High School,ARLINGTON ISD,54750,TURNING POINT SECONDARY SCHOOL,"c(-97.1213625, 32.7716100000001)"
TARRANT,09-12,3670,High School,ARLINGTON ISD,54750,MARTIN H S,"c(-97.1800469999999, 32.68377)"
TARRANT,09-12,365,High School,ARLINGTON ISD,54750,ARLINGTON COLLEGE AND CAREER H S,"c(-97.1848125, 32.7061800000001)"
TARRANT,04-12,44,Elementary/Secondary,ARLINGTON ISD,54750,TARRANT CO J J A E P,"c(-97.344956727, 32.758897904)"
TARRANT,09-12,405,High School,ARLINGTON ISD,54750,ARLINGTON COLLEGIATE H S,"c(-97.070931, 32.6390850000001)"
TARRANT,07-08,798,Junior High School,ARLINGTON ISD,54750,CARTER J H,"c(-97.099776, 32.7237210000001)"
TARRANT,07-08,558,Junior High School,ARLINGTON ISD,54750,SHACKELFORD J H,"c(-97.1326395, 32.767137)"
TARRANT,07-08,764,Junior High School,ARLINGTON ISD,54750,BAILEY J H,"c(-97.148016, 32.7182310000001)"
TARRANT,06-08,874,Middle School,ARLINGTON ISD,54750,GUNN J H,"c(-97.1331254999999, 32.6963700000001)"
TARRANT,07-08,756,Junior High School,ARLINGTON ISD,54750,YOUNG J H,"c(-97.175196, 32.693364)"
TARRANT,07-08,1255,Junior High School,ARLINGTON ISD,54750,WORKMAN J H,"c(-97.101477, 32.6852010000001)"
TARRANT,07-08,570,Junior High School,ARLINGTON ISD,54750,BARNETT J H,"c(-97.071579, 32.6494080000001)"
TARRANT,07-08,588,Junior High School,ARLINGTON ISD,54750,NICHOLS J H,"c(-97.0810875, 32.771376)"
TARRANT,07-08,538,Junior High School,ARLINGTON ISD,54750,BOLES J H,"c(-97.169706, 32.657229)"
TARRANT,EE-06,502,Elementary School,ARLINGTON ISD,54750,CROW LEADERSHIP ACADEMY,"c(-97.0891965, 32.7278160000001)"
TARRANT,EE-06,657,Elementary School,ARLINGTON ISD,54750,BERRY EL,"c(-97.08174, 32.7311550000001)"
TARRANT,07-08,865,Junior High School,ARLINGTON ISD,54750,OUSLEY J H,"c(-97.0968195, 32.640885)"
TARRANT,EE-06,592,Elementary School,ARLINGTON ISD,54750,DUFF EL,"c(-97.157673, 32.723145)"
TARRANT,EE-06,469,Elementary School,ARLINGTON ISD,54750,BLANTON EL,"c(-97.0984845, 32.7144420000001)"
TARRANT,EE-06,538,Elementary School,ARLINGTON ISD,54750,RANKIN EL,"c(-97.0836525, 32.714118)"
TARRANT,EE-06,686,Elementary School,ARLINGTON ISD,54750,SOUTH DAVIS EL,"c(-97.1218259999999, 32.712363)"
TARRANT,EE-06,660,Elementary School,ARLINGTON ISD,54750,SPEER EL,"c(-97.1173845, 32.7475710000001)"
TARRANT,PK,55,Elementary School,ARLINGTON ISD,54750,COMMUNITY BASED PK,"c(-97.1064315, 32.742531)"
TARRANT,EE-PK,217,Elementary School,ARLINGTON ISD,54750,KOOKEN ED CTR,"c(-97.1064315, 32.742531)"
TARRANT,EE-06,562,Elementary School,ARLINGTON ISD,54750,SWIFT EL,"c(-97.1311004999999, 32.724927)"
TARRANT,EE-06,761,Elementary School,ARLINGTON ISD,54750,THORNTON EL,"c(-97.0689465, 32.726574)"
TARRANT,EE-06,456,Elementary School,ARLINGTON ISD,54750,GOODMAN EL,"c(-97.0884225, 32.701941)"
TARRANT,EE-06,533,Elementary School,ARLINGTON ISD,54750,HILL EL,"c(-97.1405099999999, 32.713245)"
TARRANT,EE-06,489,Elementary School,ARLINGTON ISD,54750,POPE EL,"c(-97.1462835, 32.7473820000001)"
TARRANT,EE-06,364,Elementary School,ARLINGTON ISD,54750,AMOS EL,"c(-97.091919, 32.694579)"
TARRANT,EE-06,369,Elementary School,ARLINGTON ISD,54750,SHORT EL,"c(-97.1409149999999, 32.6988720000001)"
TARRANT,EE-06,591,Elementary School,ARLINGTON ISD,54750,JOHNS EL,"c(-97.072965, 32.7144420000001)"
TARRANT,EE-06,401,Elementary School,ARLINGTON ISD,54750,KEY EL,"c(-97.151436, 32.6867490000001)"
TARRANT,EE-06,598,Elementary School,ARLINGTON ISD,54750,BUTLER EL,"c(-97.1186355, 32.7692250000001)"
TARRANT,EE-06,525,Elementary School,ARLINGTON ISD,54750,DUNN EL,"c(-97.1767394999999, 32.7082050000001)"
TARRANT,EE-06,734,Elementary School,ARLINGTON ISD,54750,DITTO EL,"c(-97.192575, 32.6963880000001)"
TARRANT,EE-06,499,Elementary School,ARLINGTON ISD,54750,MORTON EL,"c(-97.1042535, 32.696631)"
TARRANT,EE-06,733,Elementary School,ARLINGTON ISD,54750,WOOD EL,"c(-97.1613359999999, 32.668749)"
TARRANT,EE-06,523,Elementary School,ARLINGTON ISD,54750,ATHERTON EL,"c(-97.075269, 32.6960730000001)"
TARRANT,EE-06,523,Elementary School,ARLINGTON ISD,54750,SHERROD EL,"c(-97.107903, 32.78133)"
TARRANT,EE-06,510,Elementary School,ARLINGTON ISD,54750,FOSTER EL,"c(-97.1251109999999, 32.6856330000001)"
TARRANT,EE-06,521,Elementary School,ARLINGTON ISD,54750,STARRETT EL,"c(-97.0470405, 32.661684)"
TARRANT,EE-06,488,Elementary School,ARLINGTON ISD,54750,COREY FINE ARTS / DUAL LANGUAGE ACADEMY,"c(-97.177005, 32.6633400000001)"
TARRANT,EE-06,550,Elementary School,ARLINGTON ISD,54750,FITZGERALD EL,"c(-97.0817355, 32.660334)"
TARRANT,EE-06,538,Elementary School,ARLINGTON ISD,54750,MILLER EL,"c(-97.209306, 32.6821140000001)"
TARRANT,EE-06,584,Elementary School,ARLINGTON ISD,54750,FARRELL EL,"c(-97.052589, 32.6867310000001)"
TARRANT,EE-06,781,Elementary School,ARLINGTON ISD,54750,BEBENSEE EL,"c(-97.1065755, 32.6486610000001)"
TARRANT,EE-06,791,Elementary School,ARLINGTON ISD,54750,ELLIS EL,"c(-97.072596, 32.780673)"
TARRANT,EE-06,608,Elementary School,ARLINGTON ISD,54750,WILLIAMS EL,"c(-97.1079255, 32.665671)"
TARRANT,EE-06,905,Elementary School,ARLINGTON ISD,54750,MOORE EL,"c(-97.167879, 32.6558880000001)"
TARRANT,EE-06,736,Elementary School,ARLINGTON ISD,54750,LITTLE EL,"c(-97.1892359999999, 32.6853540000001)"
TARRANT,EE-06,479,Elementary School,ARLINGTON ISD,54750,BRYANT EL,"c(-97.071084, 32.6543130000001)"
TARRANT,EE-06,480,Elementary School,ARLINGTON ISD,54750,ASHWORTH EL,"c(-97.1033535, 32.6369070000001)"
TARRANT,EE-06,664,Elementary School,ARLINGTON ISD,54750,WEBB EL,"c(-97.1148105, 32.7525390000001)"
TARRANT,EE-06,437,Elementary School,ARLINGTON ISD,54750,LARSON EL,"c(-97.0438635, 32.7716280000001)"
TARRANT,EE-06,515,Elementary School,ARLINGTON ISD,54750,CROUCH EL,"c(-97.055950388, 32.7280849110001)"
TARRANT,EE-06,622,Elementary School,ARLINGTON ISD,54750,WEST EL,"c(-97.0589654999999, 32.6608650000001)"
TARRANT,EE-06,532,Elementary School,ARLINGTON ISD,54750,PEARCY STEM ACADEMY,"c(-97.1032455, 32.6273130000001)"
TARRANT,EE-06,332,Elementary School,ARLINGTON ISD,54750,HALE EL,"c(-97.0671735, 32.6905380000001)"
TARRANT,EE-06,412,Elementary School,ARLINGTON ISD,54750,REMYNSE EL,"c(-97.0369425, 32.7049920000001)"
TARRANT,EE-06,626,Elementary School,ARLINGTON ISD,54750,BURGIN EL,"c(-97.1055269999999, 32.692662)"
TARRANT,EE-06,413,Elementary School,ARLINGTON ISD,54750,ANDERSON EL,"c(-97.0499205, 32.7236940000001)"
